ID,carat,cut,colour,clarity,depth,price,x,y,P,PC
19459,2.01,Very Good,H,I1,61.7,8104,4031.840796,131.3452188,NR,NR
19460,2.01,Good,J,SI1,64.3,8104,4031.840796,126.0342146,NR,NR
19461,1.31,Premium,H,VS2,61,8106,6187.78626,132.8852459,SP,SP
19462,1.02,Ideal,G,VVS2,59.2,8107,7948.039216,136.9425676,SN,SN
19463,1.56,Good,J,VS2,62.3,8107,5196.794872,130.1284109,SN,SN
19464,1.16,Premium,G,VS1,61.9,8107,6988.793103,130.9693053,Negative,Negative
19465,1.5,Premium,D,SI2,62.6,8108,5405.333333,129.5207668,Negative,Negative
19466,1.5,Good,D,SI2,63.4,8108,5405.333333,127.8864353,Negative,Negative
19467,1.77,Good,J,SI2,63.4,8109,4581.355932,127.9022082,Negative,Negative
19468,1.19,Premium,G,VS1,62.6,8109,6814.285714,129.5367412,SN,SN
19469,1.34,Good,H,VS2,59.1,8109,6051.492537,137.2081218,Negative,Negative
19470,1.52,Premium,J,VS1,62,8110,5335.526316,130.8064516,SN,SN
19471,1.52,Premium,J,VS1,62.4,8110,5335.526316,129.9679487,SN,SN
19472,1.26,Ideal,H,SI1,61.6,8110,6436.507937,131.6558442,SP,SP
19473,1.26,Ideal,H,SI1,61.9,8110,6436.507937,131.0177706,NR,NR
19474,1.11,Ideal,G,VS1,61.4,8112,7308.108108,132.1172638,NR,NR
19475,1.5,Good,H,SI1,64.9,8112,5408,124.9922958,NR,NR
19476,1.26,Premium,G,VS2,60.1,8113,6438.888889,134.9916805,Negative,Negative
19477,1.15,Ideal,D,VS2,58.5,8114,7055.652174,138.7008547,Positive,Positive
19478,1.05,Premium,F,VS1,62.3,8114,7727.619048,130.2407705,Positve,Positve
19479,1,Very Good,G,VVS1,63.4,8115,8115,127.9968454,NR,NR
19480,1.7,Good,H,SI2,63.6,8115,4773.529412,127.5943396,NR,NR
19481,1.47,Premium,F,SI2,59.4,8115,5520.408163,136.6161616,SP,SP
19482,1.67,Premium,H,SI2,62.6,8118,4861.077844,129.6805112,SN,SN
19483,1.01,Ideal,D,VS2,62.1,8119,8038.613861,130.7407407,SN,SN
19484,1.04,Ideal,G,VVS1,62.5,8120,7807.692308,129.92,Negative,Negative
19485,1.07,Ideal,G,VVS2,62.8,8120,7588.785047,129.2993631,Negative,Negative
19486,1.01,Premium,G,IF,60,8120,8039.60396,135.3333333,Negative,Negative
19487,1.01,Premium,G,IF,63,8120,8039.60396,128.8888889,Negative,Negative
19488,1.14,Ideal,G,VS1,61.8,8121,7123.684211,131.407767,SN,SN
19489,1.2,Very Good,G,VS2,62.2,8124,6770,130.6109325,Negative,Negative
19490,1.3,Ideal,H,VS2,62.8,8124,6249.230769,129.3630573,SN,SN
19491,1,Premium,D,VS1,59.7,8124,8124,136.080402,SN,SN
19492,1.52,Premium,H,SI2,58.7,8127,5346.710526,138.4497445,Positve,Positve
19493,1.5,Very Good,I,SI1,60.3,8127,5418,134.7761194,NR,NR
19494,1.23,Premium,G,VS2,61.1,8128,6608.130081,133.0278232,NR,NR
19495,1.11,Ideal,G,VS1,62.8,8129,7323.423423,129.4426752,SP,SP
19496,1.14,Very Good,F,VS2,59,8131,7132.45614,137.8135593,SN,SN
19497,1.52,Ideal,J,SI1,61.9,8131,5349.342105,131.3570275,SN,SN
19498,1.21,Ideal,H,VVS2,61.3,8131,6719.834711,132.6427406,Negative,Negative
19499,1.23,Ideal,G,VS2,61.5,8133,6612.195122,132.2439024,Negative,Negative
19500,1.03,Ideal,F,VS1,62.3,8133,7896.116505,130.5457464,Negative,Negative
19501,1.01,Ideal,F,VS1,62.1,8133,8052.475248,130.9661836,Negative,Negative
19502,1.4,Premium,H,SI1,62.1,8133,5809.285714,130.9661836,SN,SN
19503,1.57,Fair,H,VS1,67.3,8133,5180.254777,120.8469539,Negative,Negative
19504,1.7,Good,J,VS2,63.6,8134,4784.705882,127.8930818,SN,SN
19505,1.51,Premium,E,SI2,59.3,8135,5387.417219,137.1838111,SN,SN
19506,1,Very Good,G,VVS2,63,8138,8138,129.1746032,SP,SP
19507,1,Very Good,D,VS2,62.4,8138,8138,130.4166667,NR,NR
19508,1.6,Ideal,J,SI1,62.2,8138,5086.25,130.8360129,NR,NR
19509,1.28,Premium,G,VS2,62.1,8139,6358.59375,131.0628019,NR,NR
19510,1.21,Premium,F,VS2,61.3,8139,6726.446281,132.7732463,Negative,Negative
19511,1.5,Good,G,SI2,57.9,8144,5429.333333,140.656304,Positive,Positive
19512,1.23,Premium,G,VS1,59.6,8145,6621.95122,136.6610738,Positve,Positve
19513,1.07,Ideal,G,VVS2,62.3,8145,7612.149533,130.7383628,NR,NR
19514,1.7,Good,J,VS2,64,8146,4791.764706,127.28125,NR,NR
19515,1.5,Premium,H,SI2,60.8,8148,5432,134.0131579,SP,SP
19516,1.5,Very Good,G,SI2,61.3,8148,5432,132.9200653,SN,SN
19517,1.09,Ideal,G,VVS2,62,8149,7476.146789,131.4354839,SN,SN
19518,1.06,Premium,G,VVS2,59.6,8149,7687.735849,136.7281879,Negative,Negative
19519,1.2,Very Good,G,VS1,62.5,8150,6791.666667,130.4,Negative,Negative
19520,1.52,Very Good,G,SI2,60.9,8151,5362.5,133.8423645,Negative,Negative
19521,1,Premium,F,VVS1,63,8154,8154,129.4285714,Negative,Negative
19522,1,Premium,G,VVS1,62.1,8154,8154,131.3043478,SN,SN
19523,1.13,Ideal,F,VS2,60.1,8157,7218.584071,135.7237937,Negative,Negative
19524,1.02,Ideal,F,VS1,61,8157,7997.058824,133.7213115,SN,SN
19525,1.02,Ideal,F,VS1,62.6,8157,7997.058824,130.3035144,SN,SN
19526,1.09,Ideal,E,VS2,60.6,8158,7484.40367,134.620462,Positve,Positve
19527,1.5,Good,I,SI1,62.9,8161,5440.666667,129.745628,NR,NR
19528,1.02,Ideal,G,IF,62.5,8162,8001.960784,130.592,NR,NR
19529,1.33,Very Good,F,SI1,63.3,8163,6137.593985,128.957346,SP,SP
19530,1.01,Premium,G,VVS2,61.2,8163,8082.178218,133.3823529,SN,SN
19531,1.3,Premium,F,SI1,61.4,8164,6280,132.9641694,SN,SN
19532,1.5,Good,H,VS2,64.3,8165,5443.333333,126.9828927,Negative,Negative
19533,1.5,Good,H,VS2,63.9,8165,5443.333333,127.7777778,Negative,Negative
19534,1.5,Very Good,E,SI2,62.7,8167,5444.666667,130.2551834,Negative,Negative
19535,1.22,Ideal,H,VS1,62.6,8167,6694.262295,130.4632588,Negative,Negative
19536,1.02,Ideal,G,VVS1,61.5,8168,8007.843137,132.8130081,SN,SN
19537,1.03,Ideal,F,VS1,62.1,8169,7931.067961,131.5458937,Negative,Negative
19538,1.06,Premium,G,VVS1,61.1,8170,7707.54717,133.7152209,SN,SN
19539,1.51,Ideal,J,VS1,61.9,8170,5410.596026,131.9870759,SN,SN
19540,1,Very Good,F,VVS2,63.2,8172,8172,129.3037975,SP,SP
19541,1.42,Ideal,I,VS2,60.4,8173,5755.633803,135.3145695,NR,NR
19542,1.55,Very Good,H,SI2,62.5,8174,5273.548387,130.784,NR,NR
19543,1.59,Ideal,J,SI1,62.4,8176,5142.138365,131.025641,NR,NR
19544,1,Premium,E,VS1,59.1,8176,8176,138.3417936,Negative,Negative
19545,1.54,Premium,G,SI1,63,8176,5309.090909,129.7777778,Positive,Positive
19546,1.2,Premium,G,VS1,58.4,8177,6814.166667,140.0171233,Positve,Positve
19547,1.5,Good,F,SI2,59.7,8181,5454,137.0351759,NR,NR
19548,1.02,Premium,D,VS1,60.3,8181,8020.588235,135.6716418,NR,NR
19549,1.02,Premium,D,VS1,61.3,8181,8020.588235,133.4584013,SP,SP
19550,1.02,Ideal,D,VS1,60.5,8181,8020.588235,135.2231405,SN,SN
19551,1.62,Premium,J,SI1,62,8183,5051.234568,131.983871,SN,SN
19552,1.6,Premium,H,SI2,59.4,8184,5115,137.7777778,Negative,Negative
19553,1.5,Very Good,H,SI2,62.5,8184,5456,130.944,Negative,Negative
19554,1.11,Very Good,G,SI1,60.7,8184,7372.972973,134.8270181,Negative,Negative
19555,1.16,Ideal,D,VS2,62.1,8185,7056.034483,131.8035427,Negative,Negative
19556,1.12,Ideal,G,VS2,60.9,8189,7311.607143,134.4663383,SN,SN
19557,1.5,Premium,E,SI2,61.7,8190,5460,132.73906,Negative,Negative
19558,1.5,Premium,E,SI2,58,8190,5460,141.2068966,SN,SN
19559,1.5,Premium,I,SI1,58.6,8190,5460,139.7610922,SN,SN
19560,1.5,Premium,G,SI2,62,8190,5460,132.0967742,Positve,Positve
19561,1.5,Fair,E,SI2,59.9,8190,5460,136.7278798,NR,NR
19562,1.5,Good,G,SI2,64.3,8190,5460,127.3716952,NR,NR
19563,1.04,Very Good,D,VS1,62.3,8192,7876.923077,131.4927769,SP,SP
19564,1.52,Very Good,F,SI2,62.3,8192,5389.473684,131.4927769,SN,SN
19565,1.13,Ideal,G,VVS2,60.7,8192,7249.557522,134.9588138,SN,SN
19566,1.51,Ideal,I,SI1,62.7,8193,5425.827815,130.6698565,Negative,Negative
19567,1.52,Very Good,H,SI2,62.7,8194,5390.789474,130.6858054,Negative,Negative
19568,1.48,Very Good,I,VS2,63,8196,5537.837838,130.0952381,Negative,Negative
19569,1.21,Premium,F,VS1,61.6,8196,6773.553719,133.0519481,Negative,Negative
19570,1.01,Premium,D,VS1,61.8,8201,8119.80198,132.7022654,SN,SN
19571,1.52,Premium,J,VVS2,58.3,8202,5396.052632,140.6861063,Negative,Negative
19572,1.07,Ideal,D,VS2,62.5,8202,7665.420561,131.232,SN,SN
19573,1.12,Ideal,G,VS1,61.5,8202,7323.214286,133.3658537,SN,SN
19574,1.51,Ideal,J,VS2,61.5,8203,5432.450331,133.3821138,SP,SP
19575,1.09,Premium,F,VS1,60.9,8204,7526.605505,134.7126437,NR,NR
19576,1.51,Premium,J,VS1,61.4,8204,5433.112583,133.6156352,NR,NR
19577,1.53,Premium,J,VS1,62.8,8205,5362.745098,130.6528662,NR,NR
19578,1.53,Premium,J,VS1,60.1,8205,5362.745098,136.5224626,Negative,Negative
19579,1.54,Ideal,J,VS1,62,8207,5329.220779,132.3709677,Positive,Positive
19580,1.51,Good,I,VS1,65.8,8210,5437.086093,124.7720365,Positve,Positve
19581,1.01,Very Good,F,VVS2,59.8,8212,8130.693069,137.3244147,NR,NR
19582,1.07,Ideal,G,VVS2,62.8,8212,7674.766355,130.7643312,NR,NR
19583,1.41,Good,F,SI1,63.7,8212,5824.113475,128.9167975,SP,SP
19584,1.22,Ideal,G,VS2,61.4,8213,6731.967213,133.762215,SN,SN
19585,1.22,Premium,G,VS2,61.8,8213,6731.967213,132.8964401,SN,SN
19586,1.51,Very Good,I,SI1,63.5,8214,5439.735099,129.3543307,Negative,Negative
19587,1.51,Very Good,I,SI1,62.8,8214,5439.735099,130.7961783,Negative,Negative
19588,1,Very Good,F,VVS2,61.4,8216,8216,133.8110749,Negative,Negative
19589,1.52,Premium,J,VS1,61.2,8216,5405.263158,134.248366,Negative,Negative
19590,1.4,Fair,F,VS2,66.5,8216,5868.571429,123.5488722,SN,SN
19591,1.52,Very Good,J,VS1,62.2,8217,5405.921053,132.1061093,Negative,Negative
19592,1,Ideal,G,VVS1,61.9,8217,8217,132.7463651,SN,SN
19593,1.51,Ideal,J,VS2,62,8217,5441.721854,132.5322581,SN,SN
19594,1.06,Very Good,E,VS1,59.6,8219,7753.773585,137.9026846,Positve,Positve
19595,1.12,Premium,G,VVS1,58.9,8219,7338.392857,139.5415959,NR,NR
19596,1.51,Very Good,H,VS2,63.1,8219,5443.046358,130.2535658,NR,NR
19597,1.73,Good,E,I1,63.6,8220,4751.445087,129.245283,SP,SP
19598,1.62,Ideal,I,SI2,62.2,8220,5074.074074,132.1543408,SN,SN
19599,2.33,Premium,H,I1,60.7,8220,3527.896996,135.4200988,SN,SN
19600,1.57,Ideal,J,SI1,62.4,8221,5236.305732,131.7467949,Negative,Negative
19601,1.51,Very Good,I,VS2,63.1,8223,5445.695364,130.3169572,Negative,Negative
19602,1.4,Premium,H,SI1,62.4,8223,5873.571429,131.7788462,Negative,Negative
19603,1.4,Premium,H,SI1,62.2,8223,5873.571429,132.2025723,Negative,Negative
19604,1.5,Ideal,H,VVS2,61.3,8224,5482.666667,134.1598695,SN,SN
19605,1.04,Very Good,G,IF,61.7,8225,7908.653846,133.3063209,Negative,Negative
19606,1.02,Ideal,E,VS2,61,8225,8063.72549,134.8360656,SN,SN
19607,1.25,Ideal,G,SI1,60.7,8226,6580.8,135.5189456,SN,SN
19608,1,Very Good,F,VVS2,61.1,8227,8227,134.6481178,SP,SP
19609,1.31,Ideal,F,SI1,62.4,8227,6280.152672,131.8429487,NR,NR
19610,1.59,Ideal,J,VVS2,60.3,8227,5174.213836,136.4344942,NR,NR
19611,1.57,Ideal,I,SI2,62.6,8228,5240.764331,131.4376997,NR,NR
19612,1.32,Ideal,G,SI1,62.1,8231,6235.606061,132.5442834,Negative,Negative
19613,1.2,Very Good,F,VS2,61.1,8232,6860,134.7299509,Positive,Positive
19614,1.5,Premium,F,SI2,63,8232,5488,130.6666667,Positve,Positve
19615,1.11,Very Good,F,VS1,62.1,8233,7417.117117,132.5764895,NR,NR
19616,1.11,Ideal,F,VS2,60.9,8233,7417.117117,135.1888342,NR,NR
19617,1.23,Ideal,G,VS2,62.4,8233,6693.495935,131.9391026,SP,SP
19618,1.27,Very Good,H,VS1,60.7,8235,6484.251969,135.6672158,SN,SN
19619,1.07,Ideal,G,VVS2,62.4,8235,7696.261682,131.9711538,SN,SN
19620,1.03,Ideal,F,VS1,62.8,8237,7997.087379,131.1624204,Negative,Negative
19621,1.26,Ideal,H,VS1,60.9,8238,6538.095238,135.270936,Negative,Negative
19622,1,Ideal,G,VVS2,61.2,8239,8239,134.624183,Negative,Negative
19623,0.9,Good,D,VVS1,62.9,8239,9154.444444,130.9856916,Negative,Negative
19624,1.53,Very Good,I,SI1,63.1,8242,5386.928105,130.6180666,SN,SN
19625,1.51,Good,I,SI1,62.5,8242,5458.278146,131.872,Negative,Negative
19626,1.51,Good,H,SI2,61,8243,5458.940397,135.1311475,SN,SN
19627,1.02,Ideal,E,VS1,60.1,8244,8082.352941,137.171381,SN,SN
19628,1.51,Good,I,SI1,63.7,8245,5460.264901,129.4348509,Positve,Positve
19629,1.51,Good,F,SI2,63.8,8245,5460.264901,129.2319749,NR,NR
19630,1,Very Good,G,VVS1,62.3,8246,8246,132.3595506,NR,NR
19631,1.03,Ideal,G,VVS1,62,8248,8007.76699,133.0322581,SP,SP
19632,1.12,Ideal,F,VS2,62.1,8251,7366.964286,132.8663446,SN,SN
19633,1.01,Ideal,G,VVS2,62.2,8252,8170.29703,132.6688103,SN,SN
19634,1.13,Ideal,E,VS2,62,8253,7303.539823,133.1129032,Negative,Negative
19635,1.54,Ideal,I,SI2,62,8254,5359.74026,133.1290323,Negative,Negative
19636,1.5,Good,I,SI1,61.1,8254,5502.666667,135.0900164,Negative,Negative
19637,1.17,Premium,F,VS2,60.2,8256,7056.410256,137.1428571,Negative,Negative
19638,1.26,Ideal,D,VS2,62.5,8256,6552.380952,132.096,SN,SN
19639,1.27,Ideal,D,SI1,62.1,8256,6500.787402,132.9468599,Negative,Negative
19640,1.3,Premium,F,SI1,61.1,8256,6350.769231,135.1227496,SN,SN
19641,1.35,Very Good,G,VS1,63.4,8256,6115.555556,130.2208202,SN,SN
19642,2.04,Very Good,I,I1,59.3,8257,4047.54902,139.2411467,SP,SP
19643,1.24,Ideal,H,VS2,60.8,8257,6658.870968,135.8059211,NR,NR
19644,1.77,Very Good,J,SI2,63.4,8257,4664.971751,130.2365931,NR,NR
19645,1.5,Good,I,SI1,63.1,8258,5505.333333,130.8716323,NR,NR
19646,1.54,Premium,I,SI1,60.9,8258,5362.337662,135.5993432,Negative,Negative
19647,1.52,Premium,J,VS1,62.4,8258,5432.894737,132.3397436,Positive,Positive
19648,1.52,Premium,J,VS1,62,8258,5432.894737,133.1935484,Positve,Positve
19649,1.51,Fair,H,SI1,65.8,8260,5470.198675,125.5319149,NR,NR
19650,1.31,Very Good,H,VS2,60.4,8261,6306.10687,136.7715232,NR,NR
19651,1.31,Ideal,H,VS2,61.8,8261,6306.10687,133.6731392,SP,SP
19652,1.7,Premium,H,SI2,59.8,8263,4860.588235,138.1772575,SN,SN
19653,1.72,Fair,D,SI2,64.6,8264,4804.651163,127.9256966,SN,SN
19654,1.01,Very Good,F,VVS2,63,8265,8183.168317,131.1904762,Negative,Negative
19655,1.19,Ideal,F,VS2,62,8265,6945.378151,133.3064516,Negative,Negative
19656,1.01,Premium,D,VS1,62.4,8265,8183.168317,132.4519231,Negative,Negative
19657,1.2,Premium,F,VS2,62.8,8266,6888.333333,131.6242038,Negative,Negative
19658,1.17,Ideal,H,IF,61,8266,7064.957265,135.5081967,SN,SN
19659,1.4,Very Good,D,SI2,61.8,8268,5905.714286,133.7864078,Negative,Negative
19660,1.04,Ideal,G,VVS1,62.5,8268,7950,132.288,SN,SN
19661,1.53,Very Good,E,SI2,59.3,8270,5405.228758,139.460371,SN,SN
19662,1.39,Ideal,I,VVS2,61.6,8271,5950.359712,134.2694805,Positve,Positve
19663,1.51,Good,J,VS1,61.5,8271,5477.483444,134.4878049,NR,NR
19664,1.54,Ideal,J,VS2,61.9,8275,5373.376623,133.6833603,NR,NR
19665,1.41,Ideal,J,VS1,61.6,8275,5868.794326,134.3344156,SP,SP
19666,1.2,Ideal,H,VS1,61.6,8275,6895.833333,134.3344156,SN,SN
19667,1.5,Good,J,VVS2,63.3,8276,5517.333333,130.7424961,SN,SN
19668,1.12,Ideal,D,VS2,62,8279,7391.964286,133.5322581,Negative,Negative
19669,1.01,Ideal,D,VS2,62.6,8279,8197.029703,132.2523962,Negative,Negative
19670,1.2,Premium,E,VS2,62,8279,6899.166667,133.5322581,Negative,Negative
19671,1.1,Ideal,F,VS1,61.7,8279,7526.363636,134.1815235,Negative,Negative
19672,1.52,Good,G,SI2,63,8280,5447.368421,131.4285714,SN,SN
19673,1.25,Premium,G,VVS1,58.2,8281,6624.8,142.2852234,Negative,Negative
19674,1.09,Ideal,G,VVS2,62.5,8282,7598.165138,132.512,SN,SN
19675,1.7,Good,J,VS2,63.6,8282,4871.764706,130.2201258,SN,SN
19676,1.51,Ideal,G,SI1,61.6,8283,5485.430464,134.4642857,SP,SP
19677,1.51,Ideal,G,SI1,61.6,8283,5485.430464,134.4642857,NR,NR
19678,1.41,Very Good,H,SI1,62.6,8283,5874.468085,132.3162939,NR,NR
19679,1.03,Ideal,E,VS1,61.7,8284,8042.718447,134.2625608,NR,NR
19680,1.06,Ideal,G,VS1,61.1,8285,7816.037736,135.5973813,Negative,Negative
19681,0.4,Ideal,D,SI2,61.3,622,1555,10.14681892,Positive,Positive
19682,0.4,Very Good,E,SI2,58.7,622,1555,10.59625213,Positve,Positve
19683,0.33,Very Good,G,VS2,61.5,623,1887.878788,10.1300813,NR,NR
19684,0.27,Ideal,H,VVS2,62.1,623,2307.407407,10.03220612,NR,NR
19685,0.27,Premium,H,VVS2,60.7,623,2307.407407,10.26359143,SP,SP
19686,0.32,Very Good,H,VS1,58.9,624,1950,10.5942275,SN,SN
19687,0.32,Very Good,F,VS2,61.5,624,1950,10.14634146,SN,SN
19688,0.3,Ideal,G,VS1,61.8,624,2080,10.09708738,Negative,Negative
19689,0.3,Ideal,G,VS1,63.1,624,2080,9.889064976,Negative,Negative
19690,0.3,Ideal,G,VS1,62,624,2080,10.06451613,Negative,Negative
19691,0.3,Ideal,G,VS1,62.2,624,2080,10.03215434,Negative,Negative
19692,0.3,Ideal,G,VS1,60.9,624,2080,10.24630542,SN,SN
19693,0.3,Ideal,G,VS1,61.8,624,2080,10.09708738,Negative,Negative
19694,0.3,Ideal,G,VS1,62.4,624,2080,10,SN,SN
19695,0.3,Ideal,G,VS1,60.6,624,2080,10.2970297,SN,SN
19696,0.4,Ideal,I,SI1,62.3,624,1560,10.01605136,Positve,Positve
19697,0.25,Ideal,G,IF,61.7,624,2496,10.11345219,NR,NR
19698,0.36,Very Good,I,SI1,63.1,624,1733.333333,9.889064976,NR,NR
19699,0.36,Premium,I,SI1,60.4,624,1733.333333,10.33112583,SP,SP
19700,0.37,Ideal,J,VS1,62.6,624,1686.486486,9.968051118,SN,SN
19701,0.37,Ideal,J,VS1,62.4,624,1686.486486,10,SN,SN
19702,0.37,Very Good,G,SI2,63.4,624,1686.486486,9.842271293,Negative,Negative
19703,0.37,Very Good,G,SI2,63.3,624,1686.486486,9.857819905,Negative,Negative
19704,0.37,Premium,F,SI2,60.2,624,1686.486486,10.3654485,Negative,Negative
19705,0.37,Premium,F,SI2,60.7,624,1686.486486,10.2800659,Negative,Negative
19706,0.33,Premium,H,VS2,58.8,624,1890.909091,10.6122449,SN,SN
19707,0.32,Premium,E,SI1,62,624,1950,10.06451613,Negative,Negative
19708,0.28,Good,E,VS2,63.7,625,2232.142857,9.811616954,SN,SN
19709,0.42,Very Good,D,SI2,58.6,625,1488.095238,10.66552901,SN,SN
19710,0.41,Ideal,I,VS2,61.4,625,1524.390244,10.17915309,SP,SP
19711,1.21,Ideal,H,VVS1,62.8,8286,6847.933884,131.9426752,NR,NR
19712,1.01,Premium,D,VS1,60,8286,8203.960396,138.1,NR,NR
19713,1.51,Fair,F,SI2,61.8,8287,5488.07947,134.0938511,NR,NR
19714,1.51,Fair,I,VS2,64.6,8287,5488.07947,128.2817337,Negative,Negative
19715,1.51,Ideal,H,SI1,61.9,8287,5488.07947,133.8772213,Positive,Positive
19716,1.61,Very Good,E,SI2,61.9,8288,5147.826087,133.8933764,Positve,Positve
19717,1.53,Ideal,H,SI1,61.9,8289,5417.647059,133.9095315,NR,NR
19718,1.5,Very Good,E,SI2,62.2,8291,5527.333333,133.2958199,NR,NR
19719,1.5,Very Good,I,SI1,63.1,8291,5527.333333,131.3946117,SP,SP
19720,1.5,Ideal,I,SI1,62.7,8291,5527.333333,132.2328549,SN,SN
19721,1.23,Premium,G,VS1,59.6,8293,6742.276423,139.1442953,SN,SN
19722,1.21,Premium,G,VS2,60.3,8294,6854.545455,137.5456053,Negative,Negative
19723,1.21,Premium,H,IF,62.2,8294,6854.545455,133.3440514,Negative,Negative
19724,1.21,Ideal,G,VS2,61.5,8294,6854.545455,134.8617886,Negative,Negative
19725,1.09,Ideal,G,VVS2,61.2,8295,7610.091743,135.5392157,Negative,Negative
19726,1.09,Ideal,G,VS1,60.4,8296,7611.009174,137.3509934,SN,SN
19727,1.24,Very Good,G,VS1,62,8298,6691.935484,133.8387097,Negative,Negative
19728,1.51,Ideal,J,VS1,61.3,8298,5495.364238,135.3670473,SN,SN
19729,1.24,Ideal,F,VS2,62.2,8298,6691.935484,133.4083601,SN,SN
19730,1.52,Premium,I,SI1,61.2,8299,5459.868421,135.6045752,Positve,Positve
19731,1.52,Ideal,E,SI2,61,8299,5459.868421,136.0491803,NR,NR
19732,1.24,Ideal,H,VS1,61.6,8299,6692.741935,134.724026,NR,NR
19733,1.24,Ideal,H,VS1,62.1,8299,6692.741935,133.6392915,SP,SP
19734,1.52,Premium,G,SI2,60.9,8299,5459.868421,136.272578,SN,SN
19735,1.54,Very Good,H,SI2,62.3,8301,5390.25974,133.2423756,SN,SN
19736,1.55,Ideal,J,SI1,62.4,8301,5355.483871,133.0288462,Negative,Negative
19737,1.02,Ideal,E,VS1,62.2,8303,8140.196078,133.488746,Negative,Negative
19738,1.21,Premium,G,VS1,59.5,8305,6863.636364,139.5798319,Negative,Negative
19739,1.09,Ideal,G,VS1,60.3,8305,7619.266055,137.7280265,Negative,Negative
19740,1.02,Ideal,G,IF,62.5,8311,8148.039216,132.976,SN,SN
19741,1.51,Premium,D,SI2,61.4,8311,5503.97351,135.3583062,Negative,Negative
19742,1.27,Very Good,D,SI1,62.5,8312,6544.88189,132.992,SN,SN
19743,1.51,Good,I,SI1,63.7,8313,5505.298013,130.5023548,SN,SN
19744,1.22,Ideal,G,VS1,61.3,8313,6813.934426,135.6117455,SP,SP
19745,1.47,Premium,F,SI2,61.6,8314,5655.782313,134.9675325,NR,NR
19746,1.14,Very Good,E,VS1,63.1,8315,7293.859649,131.7749604,NR,NR
19747,1.5,Good,I,VS2,61.9,8316,5544,134.3457189,NR,NR
19748,1.5,Premium,G,SI2,60.7,8316,5544,137.0016474,Negative,Negative
19749,1.5,Premium,E,SI2,62.7,8316,5544,132.6315789,Positive,Positive
19750,1.02,Very Good,E,VS1,62.9,8317,8153.921569,132.2257552,Positve,Positve
19751,1.56,Very Good,H,SI2,59.9,8317,5331.410256,138.8480801,NR,NR
19752,1.02,Ideal,G,VVS1,61.5,8317,8153.921569,135.2357724,NR,NR
19753,1.01,Premium,F,VVS2,61.8,8319,8236.633663,134.6116505,SP,SP
19754,1.06,Premium,G,VVS1,61.1,8319,7848.113208,136.1538462,SN,SN
19755,1.2,Ideal,G,VS2,59.9,8321,6934.166667,138.9148581,SN,SN
19756,1.08,Ideal,F,VS1,62.1,8321,7704.62963,133.9935588,Negative,Negative
19757,1.72,Premium,J,SI1,61.7,8324,4839.534884,134.910859,Negative,Negative
19758,1.56,Premium,J,VS1,61.1,8324,5335.897436,136.2356792,Negative,Negative
19759,1.59,Ideal,J,SI1,62.4,8325,5235.849057,133.4134615,Negative,Negative
19760,1.11,Premium,E,VS1,61.2,8329,7503.603604,136.0947712,SN,SN
19761,1.01,Very Good,F,VS2,62,8330,8247.524752,134.3548387,Negative,Negative
19762,1.6,Premium,H,SI2,59.4,8333,5208.125,140.2861953,SN,SN
19763,1.5,Premium,H,SI2,62.5,8333,5555.333333,133.328,SN,SN
19764,1,Premium,D,VS1,61.9,8333,8333,134.6203554,Positve,Positve
19765,1,Premium,D,VS1,62.2,8333,8333,133.9710611,NR,NR
19766,1.2,Very Good,F,VS2,62.6,8334,6945,133.1309904,NR,NR
19767,1.2,Ideal,F,VS2,62.3,8334,6945,133.7720706,SP,SP
19768,1.65,Ideal,J,SI1,62.5,8334,5050.909091,133.344,SN,SN
19769,1.01,Good,D,VS1,64.1,8339,8256.435644,130.0936037,SN,SN
19770,1.22,Very Good,G,VS2,62.3,8340,6836.065574,133.8683788,Negative,Negative
19771,1.04,Premium,D,VS1,62.3,8341,8020.192308,133.8844302,Negative,Negative
19772,1.04,Ideal,D,VS1,59.1,8341,8020.192308,141.1336717,Negative,Negative
19773,1.51,Ideal,I,SI1,61.1,8342,5524.503311,136.5302782,Negative,Negative
19774,1.52,Premium,F,SI2,62.3,8342,5488.157895,133.9004815,SN,SN
19775,1.06,Ideal,F,VS1,61.7,8344,7871.698113,135.2350081,Negative,Negative
19776,1.14,Ideal,G,VS1,61.4,8346,7321.052632,135.9283388,SN,SN
19777,1.16,Premium,E,VS1,58.7,8346,7194.827586,142.1805792,SN,SN
19778,1.02,Ideal,D,VS1,62.6,8347,8183.333333,133.3386581,SP,SP
19779,1.08,Ideal,G,VVS1,61.6,8347,7728.703704,135.5032468,NR,NR
19780,1.5,Good,J,VS1,60.7,8347,5564.666667,137.5123558,NR,NR
19781,1.01,Very Good,E,VS1,59.4,8348,8265.346535,140.5387205,NR,NR
19782,1.21,Ideal,E,VS1,62.2,8348,6899.173554,134.2122186,Negative,Negative
19783,1.21,Ideal,F,VS2,61.5,8348,6899.173554,135.7398374,Positive,Positive
19784,1.15,Very Good,G,VVS2,58.4,8349,7260,142.9623288,Positve,Positve
19785,1.13,Premium,E,VS1,61.1,8353,7392.035398,136.710311,NR,NR
19786,1.51,Fair,I,SI1,68.3,8355,5533.112583,122.3279649,NR,NR
19787,1.64,Very Good,F,SI2,63.2,8357,5095.731707,132.2310127,SP,SP
19788,1.13,Very Good,E,VS2,61.9,8358,7396.460177,135.0242326,SN,SN
